id_address,fulladdress,addresstype_nameaddresstype,flooraddress,descriptionaddress
659,Санкт-Петербург Новая Улица 5,Standart,1,
660,Санкт-Петербург Спортивная Улица 12,Standart,1,
661,Санкт-Петербург Новая Улица 19,Standart,1,
662,Санкт-Петербург Железнодорожный Переулок 23,Standart,1,
663,Санкт-Петербург Колхозная Улица 6,Standart,1,
664,Санкт-Петербург 60 лет Победы Улица 30,Standart,1,
665,Санкт-Петербург Западная Улица 32,Standart,1,
666,Санкт-Петербург Первомайская Улица 10,Standart,1,
667,Санкт-Петербург Шоферская Улица 20,Standart,1,
668,Санкт-Петербург Надежда СНТ Западная Улица 5,Standart,1,
669,Санкт-Петербург Мира Улица 35,Standart,1,
670,Санкт-Петербург Проезжий Переулок 23,Standart,1,
671,Санкт-Петербург Дальневосточная Улица 12,Standart,1,
672,Санкт-Петербург Дружбы Улица 25,Standart,1,
673,Санкт-Петербург Революции Переулок 25,Standart,1,
674,Санкт-Петербург Николая Филиппова Улица 8,Standart,1,
675,Санкт-Петербург Фрунзе Улица 5,Standart,1,
676,Санкт-Петербург Школьная Улица 6,Standart,1,
677,Санкт-Петербург Цветочная Улица 13,Standart,1,
678,Санкт-Петербург Федосеева Улица 8,Standart,1,
679,Санкт-Петербург Комсомольская Улица 2,Standart,1,
680,Санкт-Петербург Тихая Улица 3,Standart,1,
681,Санкт-Петербург Береговая Улица 27,Standart,1,
682,Санкт-Петербург Акулово Станция 4,Standart,1,
683,Санкт-Петербург 6 Квартал 24,Standart,1,
684,Санкт-Петербург Адама Скрябина Улица 11,Standart,1,
685,Санкт-Петербург Верхний Шанай Местечко 3,Standart,1,
686,Санкт-Петербург Школьная Улица 30,Standart,1,
687,Санкт-Петербург Лесная Улица 21,Standart,1,
688,Санкт-Петербург Мира Улица 14,Standart,1,
689,Санкт-Петербург Балтийский Переулок 3,Standart,1,
690,Санкт-Петербург Нижегородская Улица 19,Standart,1,
691,Санкт-Петербург 1-й Переулок 15,Standart,1,
692,Санкт-Петербург Московская Улица 14,Standart,1,
693,Санкт-Петербург Мира Улица 4,Standart,1,
694,Санкт-Петербург Школьная Улица 21,Standart,1,
695,Санкт-Петербург Садовая Улица 17,Standart,1,
696,Санкт-Петербург Бригадира Гаврила Улица 16,Standart,1,
697,Санкт-Петербург Дачная Улица 9,Standart,1,
698,Санкт-Петербург Овражная Улица 27,Standart,1,
699,Санкт-Петербург Майская Улица 4,Standart,1,
700,Санкт-Петербург Герцена Улица 12,Standart,1,
701,Санкт-Петербург Песчаная Улица 4,Standart,1,
702,Санкт-Петербург Линейная Улица 22,Standart,1,
703,Санкт-Петербург Набережная Улица 26,Standart,1,
704,Санкт-Петербург Полевая Улица 6,Standart,1,
705,Санкт-Петербург Детский Переулок 17,Standart,1,
706,Санкт-Петербург Набережная Улица 13,Standart,1,
707,Санкт-Петербург Набережный Переулок 12,Standart,1,
708,Санкт-Петербург Песочная Улица 2,Standart,1,
709,Санкт-Петербург Грез Улица 6,Standart,1,
710,Санкт-Петербург Пионерский Переулок 34,Standart,1,
711,Санкт-Петербург Кооперативный Переулок 9,Standart,1,
712,Санкт-Петербург Садовая Улица 25,Standart,1,
713,Санкт-Петербург Совхозная Улица 2,Standart,1,
714,Санкт-Петербург Строительная Улица 9,Standart,1,
715,Санкт-Петербург Орлово-Розово Деревня 21,Standart,1,
716,Санкт-Петербург Береговая Улица 15,Standart,1,
717,Санкт-Петербург Песочная Улица 13,Standart,1,
718,Санкт-Петербург Садовая Улица 35,Standart,1,
719,Санкт-Петербург Салавата Юлаева Улица 6,Standart,1,
720,Санкт-Петербург Луговая Улица 15,Standart,1,
721,Санкт-Петербург Прудная Улица 7,Standart,1,
722,Санкт-Петербург Родниковый Переулок 19,Standart,1,
723,Санкт-Петербург Смирнова Улица 15,Standart,1,
724,Санкт-Петербург Пионерская Улица 30,Standart,1,
725,Санкт-Петербург Новая Улица 14,Standart,1,
726,Санкт-Петербург Зеленый Переулок 7,Standart,1,
727,Санкт-Петербург Лесная Улица 5,Standart,1,
728,Санкт-Петербург Пермская Улица 27,Standart,1,
729,Санкт-Петербург Зеленая Улица 13,Standart,1,
730,Санкт-Петербург Центральная Улица 18,Standart,1,
731,Санкт-Петербург Дачная Улица 11,Standart,1,
732,Санкт-Петербург Новый Переулок 29,Standart,1,
733,Санкт-Петербург Центральная Улица 21,Standart,1,
734,Санкт-Петербург Дачная Улица 34,Standart,1,
735,Санкт-Петербург Селляхская Улица 32,Standart,1,
736,Санкт-Петербург Лесная Улица 14,Standart,1,
737,Санкт-Петербург Черемуховая Улица 15,Standart,1,
738,Санкт-Петербург Терещенко Улица 3,Standart,1,
739,Санкт-Петербург Тукая Улица 1,Standart,1,
740,Санкт-Петербург Промышленная Улица 21,Standart,1,
741,Санкт-Петербург Сельпо Переулок 25,Standart,1,
742,Санкт-Петербург Новая Улица 25,Standart,1,
743,Санкт-Петербург Поддубновская Улица 23,Standart,1,
744,Санкт-Петербург Большешуберская Улица 9,Standart,1,
745,Санкт-Петербург Комаринская Улица 13,Standart,1,
746,Санкт-Петербург Радченко Улица 25,Standart,1,
747,Санкт-Петербург Октябрьская Улица 6,Standart,1,
748,Санкт-Петербург Береговая Улица 35,Standart,1,
749,Санкт-Петербург Кооперативная Улица 29,Standart,1,
750,Санкт-Петербург Родниковый Переулок 21,Standart,1,
751,Санкт-Петербург Луговой Переулок 26,Standart,1,
752,Санкт-Петербург Лесная Улица 31,Standart,1,
753,Санкт-Петербург Привокзальная Улица 18,Standart,1,
754,Санкт-Петербург Доенко Переулок 26,Standart,1,
755,Санкт-Петербург Байчорова Улица 15,Standart,1,
756,Санкт-Петербург Школьная Улица 10,Standart,1,
757,Санкт-Петербург Садовая 1 - линия Улица 22,Standart,1,
758,Санкт-Петербург Пограничная Улица 34,Standart,1,
759,Санкт-Петербург Лесная Улица 5,Standart,1,
760,Санкт-Петербург Мира Улица 19,Standart,1,
761,Санкт-Петербург Лавренева Улица 13,Standart,1,
762,Санкт-Петербург 1-й Комарова Переулок 14,Standart,1,
763,Санкт-Петербург Новая Улица 1,Standart,1,
764,Санкт-Петербург Даниила Чёрного Улица 23,Standart,1,
765,Санкт-Петербург Высоковольтная Улица 22,Standart,1,
766,Санкт-Петербург 60 лет Октября Улица 19,Standart,1,
767,Санкт-Петербург Нагорный Переулок 32,Standart,1,
768,Санкт-Петербург Детский Переулок 17,Standart,1,
769,Санкт-Петербург Мусы Гареева Улица 3,Standart,1,
770,Санкт-Петербург Знаменский Переулок 15,Standart,1,
771,Санкт-Петербург Ленинская Улица 10,Standart,1,
772,Санкт-Петербург Лесная Улица 12,Standart,1,
773,Санкт-Петербург Смирнова Улица 20,Standart,1,
774,Санкт-Петербург Гагарина Улица 6,Standart,1,
775,Санкт-Петербург Новый Переулок 7,Standart,1,
776,Санкт-Петербург ПТФ Квартал 31,Standart,1,
777,Санкт-Петербург Джалгинская Улица 24,Standart,1,
778,Санкт-Петербург Понаморева Улица 25,Standart,1,
779,Санкт-Петербург Алконовская Улица 27,Standart,1,
780,Санкт-Петербург Бештаугорская Улица 29,Standart,1,
781,Санкт-Петербург Раздольная Улица 25,Standart,1,
782,Санкт-Петербург Речная Улица 22,Standart,1,
783,Санкт-Петербург Зелёная Улица 22,Standart,1,
784,Санкт-Петербург Заречная Улица 34,Standart,1,
785,Санкт-Петербург Луговая Улица 23,Standart,1,
786,Санкт-Петербург Полевая Улица 16,Standart,1,
787,Санкт-Петербург Сосновая Улица 35,Standart,1,
788,Санкт-Петербург Черемуховая Улица 22,Standart,1,
789,Санкт-Петербург Лесная Улица 22,Standart,1,
790,Санкт-Петербург Софьинская Улица 21,Standart,1,
791,Санкт-Петербург Клубная Улица 14,Standart,1,
792,Санкт-Петербург Современников Улица 3,Standart,1,
793,Санкт-Петербург 2-й Южный проезд Улица 2,Standart,1,
794,Санкт-Петербург Михайловская Улица 21,Standart,1,
795,Санкт-Петербург Саянская Улица 16,Standart,1,
796,Санкт-Петербург Трактовая Улица 10,Standart,1,
797,Санкт-Петербург Мира Улица 24,Standart,1,
798,Санкт-Петербург Сельскохозяйственная зона 9,Standart,1,
799,Санкт-Петербург Веселая Долина Улица 13,Standart,1,
800,Санкт-Петербург Социализма Улица 9,Standart,1,
801,Санкт-Петербург Совмена 2-й Переулок 4,Standart,1,
802,Санкт-Петербург Проселочная Улица 8,Standart,1,
803,Санкт-Петербург Бештаугорская Улица 22,Standart,1,
804,Санкт-Петербург Афанасьева Улица 23,Standart,1,
805,Санкт-Петербург Доллунская Улица 26,Standart,1,
806,Санкт-Петербург Луговой Микрорайон 29,Standart,1,
807,Санкт-Петербург Спортивная Улица 10,Standart,1,
808,Санкт-Петербург Южный Квартал 20,Standart,1,
809,Санкт-Петербург Новый Переулок 23,Standart,1,
810,Санкт-Петербург Счастливая Улица 18,Standart,1,
811,Санкт-Петербург Юбилейная Улица 24,Standart,1,
812,Санкт-Петербург Садовая Улица 2,Standart,1,
813,Санкт-Петербург Степная Улица 13,Standart,1,
814,Санкт-Петербург Озерная Улица 11,Standart,1,
815,Санкт-Петербург Центральная Площадь 18,Standart,1,
816,Санкт-Петербург Мелиораторов Улица 15,Standart,1,
817,Санкт-Петербург Верхняя Улица 22,Standart,1,
818,Санкт-Петербург Надежда СНТ Западная Улица 4,Standart,1,
819,Санкт-Петербург Заречная Улица 28,Standart,1,
820,Санкт-Петербург Тейфука Улица 15,Standart,1,
821,Санкт-Петербург Октябрьская Улица 15,Standart,1,
822,Санкт-Петербург Юбилейная Улица 12,Standart,1,
823,Санкт-Петербург Речной Переулок 8,Standart,1,
824,Санкт-Петербург Достоевского Улица 13,Standart,1,
825,Санкт-Петербург Северная Улица 12,Standart,1,
826,Санкт-Петербург Майская Улица 31,Standart,1,
827,Санкт-Петербург Светлая Улица 30,Standart,1,
828,Санкт-Петербург Школьный Переулок 26,Standart,1,
829,Санкт-Петербург Заводская Улица 5,Standart,1,
830,Санкт-Петербург Дачная Улица 1,Standart,1,
831,Санкт-Петербург Инженерная Улица 26,Standart,1,
832,Санкт-Петербург Осиновая Роща Улица 17,Standart,1,
833,Санкт-Петербург Кузнечная Улица 1,Standart,1,
834,Санкт-Петербург Черемуховая Улица 29,Standart,1,
835,Санкт-Петербург Фестивальный 3-й Проезд 28,Standart,1,
836,Санкт-Петербург Октябрьская Улица 18,Standart,1,
837,Санкт-Петербург Железнодорожная Улица 22,Standart,1,
838,Санкт-Петербург Новая Улица 12,Standart,1,
839,Санкт-Петербург Заречная Улица 25,Standart,1,
840,Санкт-Петербург Ключевой Переулок 11,Standart,1,
841,Санкт-Петербург Поддубновская Улица 3,Standart,1,
842,Санкт-Петербург Шоссейная Улица 29,Standart,1,
843,Санкт-Петербург Новая Улица 15,Standart,1,
844,Санкт-Петербург Рабочая Улица 11,Standart,1,
845,Санкт-Петербург 4-я Радужная Улица 1,Standart,1,
846,Санкт-Петербург Школьная Улица 9,Standart,1,
847,Санкт-Петербург Чапаевский Тупик 30,Standart,1,
848,Санкт-Петербург Лесная Улица 26,Standart,1,
849,Санкт-Петербург Кузнечная Улица 16,Standart,1,
850,Санкт-Петербург Луговая Улица 27,Standart,1,
851,Санкт-Петербург Моховой Переулок 13,Standart,1,
852,Санкт-Петербург Лесная Улица 4,Standart,1,
853,Санкт-Петербург Колыванский Переулок 31,Standart,1,
854,Санкт-Петербург Парковая Улица 35,Standart,1,
855,Санкт-Петербург 1 Мая 3-й Переулок 12,Standart,1,
856,Санкт-Петербург Вольная Улица 27,Standart,1,
857,Санкт-Петербург Кавказская Улица 31,Standart,1,
858,Санкт-Петербург Мира Улица 23,Standart,1,
859,Санкт-Петербург Набережная Улица 25,Standart,1,
860,Санкт-Петербург Зеленый Переулок 13,Standart,1,
861,Санкт-Петербург Терещенко Улица 3,Standart,1,
862,Санкт-Петербург Ондская Улица 18,Standart,1,
863,Санкт-Петербург Восточная Улица 24,Standart,1,
864,Санкт-Петербург Полевая Улица 24,Standart,1,
865,Санкт-Петербург Аносова Улица 29,Standart,1,
866,Санкт-Петербург Клубная Улица 7,Standart,1,
867,Санкт-Петербург Южная Улица 35,Standart,1,
868,Санкт-Петербург Серова Улица 26,Standart,1,
869,Санкт-Петербург Метео Улица 6,Standart,1,
870,Санкт-Петербург Зеленая Улица 14,Standart,1,
871,Санкт-Петербург Железнодорожная Улица 16,Standart,1,
872,Санкт-Петербург Новая Улица 6,Standart,1,
873,Санкт-Петербург Бурлаковой Улица 2,Standart,1,
874,Санкт-Петербург Новая 1 Улица 10,Standart,1,
875,Санкт-Петербург Ульянова Проезд 35,Standart,1,
876,Санкт-Петербург Токмурзина Улица 24,Standart,1,
877,Санкт-Петербург Фельдшерская Улица 11,Standart,1,
878,Санкт-Петербург Матросова Переулок 29,Standart,1,
879,Санкт-Петербург Лагерная Улица 10,Standart,1,
880,Санкт-Петербург Рябиновая 3-я Улица 4,Standart,1,
881,Санкт-Петербург Молодежная Улица 21,Standart,1,
882,Санкт-Петербург Школьный Переулок 28,Standart,1,
883,Санкт-Петербург Луговская Улица 28,Standart,1,
884,Санкт-Петербург Степана Халтурина Улица 24,Standart,1,
885,Санкт-Петербург Яблочный Переулок 17,Standart,1,
886,Санкт-Петербург Орджоникидзе Улица 1,Standart,1,
887,Санкт-Петербург Заречная Улица 31,Standart,1,
888,Санкт-Петербург Российская Улица 19,Standart,1,
889,Санкт-Петербург Лермонтова Улица 3,Standart,1,
890,Санкт-Петербург 1-й Тополиный Переулок 31,Standart,1,
891,Санкт-Петербург Набережная Улица 35,Standart,1,
892,Санкт-Петербург Северная Улица 1,Standart,1,
893,Санкт-Петербург ДНП Большое Петровское Дачное неком-е партнерство 17,Standart,1,
894,Санкт-Петербург Заречная Улица 6,Standart,1,
895,Санкт-Петербург Центральная Улица 7,Standart,1,
896,Санкт-Петербург Чкалова Улица 6,Standart,1,
897,Санкт-Петербург Луговая Улица 5,Standart,1,
898,Санкт-Петербург Кирпичная Слобода Улица 29,Standart,1,
899,Санкт-Петербург Новая Улица 10,Standart,1,
900,Санкт-Петербург Садовая Улица 3,Standart,1,
901,Санкт-Петербург Цветочная Улица 35,Standart,1,
902,Санкт-Петербург Южный 3-й Переулок 19,Standart,1,
903,Санкт-Петербург Энтузиастов Улица 28,Standart,1,
904,Санкт-Петербург Озерный Переулок 3,Standart,1,
905,Санкт-Петербург Прасолова Улица 2,Standart,1,
906,Санкт-Петербург Таежный Переулок 1,Standart,1,
907,Санкт-Петербург Рождественская Улица 12,Standart,1,
908,Санкт-Петербург Тихая Улица 34,Standart,1,
909,Санкт-Петербург Болотная Улица 16,Standart,1,
910,Санкт-Петербург Пионерская Улица 11,Standart,1,
911,Санкт-Петербург Новая Улица 26,Standart,1,
912,Санкт-Петербург 40 лет Победы Улица 24,Standart,1,
913,Санкт-Петербург Озерный берег Улица 20,Standart,1,
914,Санкт-Петербург Лесная Улица 10,Standart,1,
915,Санкт-Петербург Новая Улица 16,Standart,1,
916,Санкт-Петербург Ольховая Улица 16,Standart,1,
917,Санкт-Петербург Школьная Улица 28,Standart,1,
918,Санкт-Петербург Парковая Улица 22,Standart,1,
919,Санкт-Петербург Красноармейская Улица 12,Standart,1,
920,Санкт-Петербург Новый Переулок 25,Standart,1,
921,Санкт-Петербург Ленина Улица 14,Standart,1,
922,Санкт-Петербург Школьный Переулок 16,Standart,1,
923,Санкт-Петербург Школьная Улица 31,Standart,1,
924,Санкт-Петербург Сиреневый проезд Улица 17,Standart,1,
925,Санкт-Петербург Полевая Улица 2,Standart,1,
926,Санкт-Петербург Клубная Улица 32,Standart,1,
927,Санкт-Петербург Лунный Переулок 9,Standart,1,
928,Санкт-Петербург Тупиковая Улица 16,Standart,1,
929,Санкт-Петербург Луговая Улица 24,Standart,1,
930,Санкт-Петербург Профсоюзная Улица 13,Standart,1,
931,Санкт-Петербург Школьная Улица 9,Standart,1,
932,Санкт-Петербург Энергетиков Улица 28,Standart,1,
933,Санкт-Петербург Лесная Улица 20,Standart,1,
934,Санкт-Петербург Кутузова Улица 15,Standart,1,
935,Санкт-Петербург Восточная Улица 28,Standart,1,
936,Санкт-Петербург Победы Улица 22,Standart,1,
937,Санкт-Петербург Центральная Улица 12,Standart,1,
938,Санкт-Петербург Молодежная Улица 12,Standart,1,
939,Санкт-Петербург Рабочая Улица 33,Standart,1,
940,Санкт-Петербург Восточная Улица 33,Standart,1,
941,Санкт-Петербург Пушкина Улица 2,Standart,1,
942,Санкт-Петербург Больничный Переулок 13,Standart,1,
943,Санкт-Петербург Школьная Улица 2,Standart,1,
944,Санкт-Петербург Высокая Улица 11,Standart,1,
945,Санкт-Петербург 70 лет Октября Улица 29,Standart,1,
946,Санкт-Петербург Береговая Улица 33,Standart,1,
947,Санкт-Петербург Спортивный проезд Улица 13,Standart,1,
948,Санкт-Петербург Садовый Переулок 28,Standart,1,
949,Санкт-Петербург Зеленая Улица 33,Standart,1,
950,Санкт-Петербург Степная Улица 14,Standart,1,
951,Санкт-Петербург Речная Улица 7,Standart,1,
952,Санкт-Петербург Живописная Улица 29,Standart,1,
953,Санкт-Петербург Речной Переулок 11,Standart,1,
954,Санкт-Петербург Крайняя Улица 34,Standart,1,
955,Санкт-Петербург Олимпийская Улица 16,Standart,1,
956,Санкт-Петербург Чернолуцкого Улица 8,Standart,1,
957,Санкт-Петербург Демьяна Бедного Улица 27,Standart,1,
958,Санкт-Петербург Победы Улица 15,Standart,1,
959,Санкт-Петербург Крылова Улица 32,Standart,1,
960,Санкт-Петербург Совхозная Улица 16,Standart,1,
961,Санкт-Петербург 1-й Лоцманский Переулок 19,Standart,1,
962,Санкт-Петербург Новоселов Улица 31,Standart,1,
963,Санкт-Петербург Больничная Улица 24,Standart,1,
964,Санкт-Петербург Терешковой Улица 8,Standart,1,
965,Санкт-Петербург Российская Улица 26,Standart,1,
966,Санкт-Петербург Беломорская Улица 9,Standart,1,
967,Санкт-Петербург Южный Переулок 21,Standart,1,
968,Санкт-Петербург 2-й Коммунистов Переулок 14,Standart,1,
969,Санкт-Петербург 6-я Краснорощинская Улица 11,Standart,1,
970,Санкт-Петербург Полевая Улица 10,Standart,1,
971,Санкт-Петербург Школьная Улица 5,Standart,1,
972,Санкт-Петербург Западный Переулок 23,Standart,1,
973,Санкт-Петербург Луговая Улица 12,Standart,1,
974,Санкт-Петербург Октябрьская Улица 13,Standart,1,
975,Санкт-Петербург Мишаевский Переулок 25,Standart,1,
976,Санкт-Петербург Молодежная Улица 26,Standart,1,
977,Санкт-Петербург Северная 2-я Улица 1,Standart,1,
978,Санкт-Петербург Жемчужная Улица 16,Standart,1,
979,Санкт-Петербург Марины Цветаевой Улица 2,Standart,1,
980,Санкт-Петербург Северная Улица 20,Standart,1,
981,Санкт-Петербург Солнечный Переулок 30,Standart,1,
982,Санкт-Петербург Советская Улица 8,Standart,1,
983,Санкт-Петербург Транспортная Улица 13,Standart,1,
984,Санкт-Петербург Шоссейный Переулок 19,Standart,1,
985,Санкт-Петербург Садовая Улица 23,Standart,1,
986,Санкт-Петербург Речная Улица 20,Standart,1,
987,Санкт-Петербург Колхозная Улица 21,Standart,1,
988,Санкт-Петербург Колхозный Переулок 32,Standart,1,
989,Санкт-Петербург Восточная Улица 28,Standart,1,